ID,출생연도,고객_교육수준,고객_결혼여부,고객_소득,고객_자녀수,고객_청소년수,고객_가입날짜,고객_최신구매일_경과기간,고객_와인_구매금액,고객_과일_구매금액,고객_육류_구매금액,고객_생선_구매금액,고객_사탕_구매금액,고객_골드_구매금액,고객_할인품목_구매횟수,고객_회사사이트_통한_구매횟수,고객_카탈로그_통한_구매횟수,고객_매장방문_구매횟수,고객_지난달_회사사이트_방문횟수,캠페인1_수락여부,캠페인2_수락여부,캠페인3_수락여부,캠페인4_수락여부,캠페인5_수락여부,불만제기,target
train_801,1966,학사,동거,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0
train_802,1974,석사,동거,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0
train_803,1960,학사,이혼,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0
train_804,1963,석사,동거,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0
train_805,1975,,사별,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
train_806,1951,학사,기혼,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,0,0,1,0,0,0,0
train_807,1973,박사,,48432.0,0,1,2012-10-18,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,1
train_808,1977,학사,동거,666666.0,1,0,2013-06-02,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0
train_809,1970,박사,미혼,57642.0,0,1,2014-01-09,24,580,6,58,8,0,27,3,7,6,6,4,0,0,1,0,0,0,0
train_810,1951,학사,기혼,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0
train_811,1963,고졸,기혼,32632.0,0,0,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0
train_812,1951,학사,미혼,,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0
train_813,1970,학사,미혼,,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,1,0,0,1,0,0,0
train_814,1956,고졸,동거,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0
train_815,1952,학사,동거,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,0,0
train_816,1959,학사,기혼,87195.0,0,0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1
train_817,1968,박사,이혼,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,0,0,1,0,0,0,1
train_818,1972,학사,기혼,24434.0,2,0,2014-05-18,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,0,0,0,0
train_819,1975,석사,기혼,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0
train_820,1959,학사,동거,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,0,1
train_821,1973,박사,이혼,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0
train_822,1977,박사,기혼,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0
train_823,1978,학사,이혼,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0
train_824,1985,학사,기혼,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0
train_825,1973,석사,기혼,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0
train_826,1974,박사,기혼,37087.0,1,0,2013-08-11,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0
train_827,1978,학사,이혼,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0
train_828,1954,학사,기혼,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0
train_829,1969,학사,동거,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0
train_830,1970,고졸,기혼,23162.0,1,1,2013-12-21,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0
train_831,1962,학사,이혼,37859.0,1,2,2013-01-12,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0
train_832,1952,고졸,사별,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0
train_833,1962,석사,이혼,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0
train_834,1992,초졸_중졸,미혼,15253.0,1,0,2013-10-28,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0
train_835,1981,고졸,동거,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0
train_836,1972,박사,미혼,55260.0,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0
train_837,1987,학사,기혼,75794.0,0,0,2013-12-24,33,754,160,625,63,32,48,1,7,5,12,3,1,0,0,0,0,0,0
train_838,1976,,동거,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0
train_839,1946,박사,동거,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0
train_840,1956,석사,기혼,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,0,0
train_841,1965,박사,기혼,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0
train_842,1969,박사,동거,54132.0,0,1,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0
train_843,1982,박사,기혼,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,0,1
train_844,1972,학사,동거,26290.0,1,1,2013-01-12,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0
train_845,1989,초졸_중졸,기혼,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0
train_846,1963,학사,이혼,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0
train_847,1982,석사,동거,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0
train_848,1958,학사,동거,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0
train_849,1983,석사,기혼,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0
train_850,1971,학사,사별,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0
train_851,1957,박사,이혼,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0
train_852,1952,학사,미혼,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0
train_853,1971,학사,기혼,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0
train_854,1973,학사,미혼,3502.0,1,0,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0
train_855,1967,학사,이혼,70647.0,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0
train_856,1969,석사,기혼,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0
train_857,1982,학사,기혼,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,0,0,1,0,0,0,0
train_858,1943,석사,사별,,0,0,2013-10-30,75,532,126,490,164,126,126,1,5,5,11,1,0,0,0,0,1,0,1
train_859,1971,박사,이혼,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,0,0,1,0,0,0,1
train_860,1992,학사,기혼,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
train_861,1973,고졸,기혼,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0
train_862,1981,학사,이혼,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0
train_863,1970,박사,기혼,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0
train_864,1970,석사,이혼,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0
train_865,1986,학사,기혼,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,0,0,1,0,1,0,0
train_866,1958,박사,사별,80995.0,0,1,2013-05-11,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0
train_867,1959,석사,사별,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1
train_868,1971,박사,동거,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0
train_869,1958,박사,미혼,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1
train_870,1973,박사,기혼,32644.0,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,0,0,1,0,0,0,0
train_871,1976,학사,기혼,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0
train_872,1979,석사,미혼,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1
train_873,1958,석사,기혼,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0
train_874,1966,학사,사별,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1
train_875,1974,학사,기혼,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0
train_876,1965,박사,기혼,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,0,1,1,0,0
train_877,1984,석사,미혼,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,0,0,1,0,0,0,1
train_878,1965,석사,미혼,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0
train_879,1949,학사,이혼,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0
train_880,1967,박사,기혼,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0
train_881,1952,학사,기혼,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0
train_882,1965,석사,기혼,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0
train_883,1984,학사,미혼,79607.0,0,0,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1
train_884,1965,박사,이혼,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
train_885,1977,학사,기혼,75330.0,1,1,2012-10-04,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0
train_886,1978,학사,동거,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0
train_887,1956,학사,기혼,71866.0,0,1,2013-12-25,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0
train_888,1957,학사,동거,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,0,0
train_889,1964,학사,미혼,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0
train_890,1961,박사,기혼,,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0
train_891,1972,박사,동거,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0
train_892,1966,고졸,미혼,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,1,0,0,1,0,0,1
train_893,1970,학사,사별,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0
train_894,1992,학사,미혼,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,1,0,0,0,1
train_895,1962,박사,동거,56067.0,0,1,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0
train_896,1972,학사,기혼,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,0,0,1,0,0,0
train_897,1962,학사,동거,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,1,0,0,0,0,0,0
train_898,1943,석사,기혼,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0
train_899,1977,학사,기혼,30368.0,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0
train_900,1965,석사,기혼,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0
train_901,1975,학사,미혼,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1
train_902,1967,박사,이혼,28420.0,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0
train_903,1965,고졸,기혼,76800.0,0,0,2014-03-08,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0
train_904,1962,박사,사별,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0,0,1,0,0
train_905,1973,학사,미혼,34853.0,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0
train_906,1975,박사,기혼,69283.0,0,1,2014-06-14,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0
train_907,1956,학사,기혼,48195.0,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0
train_908,1971,박사,기혼,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0
train_909,1955,박사,기혼,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,1,0,0,0,0,0,0
train_910,1946,박사,기혼,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0
train_911,1983,학사,기혼,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0
train_912,1975,고졸,기혼,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0
train_913,1971,박사,기혼,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0
train_914,1957,학사,동거,47320.0,0,1,2013-08-01,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0
train_915,1973,석사,기혼,54108.0,1,1,2012-11-05,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0
train_916,1971,박사,기혼,60585.0,1,1,2013-06-24,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1
train_917,1988,학사,,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0
train_918,1973,학사,기혼,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,0,0,1,0,0,0,0
train_919,1972,박사,동거,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1
train_920,1957,석사,,65487.0,0,0,2014-01-10,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0
train_921,1970,학사,동거,67419.0,0,1,2013-01-16,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0
train_922,1960,학사,동거,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
train_923,1969,학사,미혼,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0
train_924,1960,석사,기혼,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0
train_925,1974,학사,기혼,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
train_926,1968,학사,이혼,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,1,0,0,1,0,0,0
train_927,1969,학사,동거,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,0,0
train_928,1976,박사,미혼,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0
train_929,1972,박사,기혼,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0
train_930,1958,박사,동거,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0
train_931,1953,석사,기혼,54348.0,1,1,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0
train_932,1965,학사,기혼,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0
train_933,1965,박사,동거,32727.0,0,0,2012-08-28,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0
train_934,1956,학사,기혼,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0
train_935,1981,학사,미혼,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,1,0,0,0,1,0,1
train_936,1970,박사,기혼,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0
train_937,1982,학사,미혼,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
train_938,1958,학사,동거,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0
train_939,1972,석사,기혼,57136.0,1,1,2013-07-09,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0
train_940,1985,학사,기혼,44322.0,1,0,2014-06-16,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0
train_941,1989,박사,동거,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0
train_942,1978,학사,기혼,73807.0,0,1,2013-01-02,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,0
train_943,1969,석사,사별,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,1,1,0,1
train_944,1952,학사,이혼,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0
train_945,1969,박사,기혼,51039.0,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0
train_946,1967,학사,이혼,70844.0,1,1,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0
train_947,1978,박사,기혼,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
train_948,1976,박사,기혼,49544.0,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0
train_949,1965,박사,이혼,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,0,0,1,0,0,0
train_950,1984,박사,미혼,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1
train_951,1954,석사,기혼,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0
train_952,1976,학사,이혼,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0
train_953,1975,학사,미혼,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0
train_954,1975,고졸,동거,46772.0,0,1,2012-11-07,88,350,104,189,197,151,57,6,11,8,5,8,0,0,1,0,0,0,0
train_955,1956,박사,기혼,84117.0,0,0,2014-05-11,60,611,76,749,59,45,26,1,7,10,6,2,0,0,0,0,1,0,0
train_956,1958,석사,,61331.0,1,1,2013-03-10,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0
train_957,1973,고졸,기혼,,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0
train_958,1984,박사,기혼,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,0,1,0,1
train_959,1976,학사,기혼,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0
train_960,1986,초졸_중졸,미혼,14906.0,0,0,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0
train_961,1976,학사,이혼,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0
train_962,1961,박사,기혼,57072.0,0,1,2014-01-24,79,944,0,60,0,0,30,2,7,5,13,5,0,0,1,0,0,0,0
train_963,1956,학사,미혼,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0
train_964,1948,박사,기혼,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0
train_965,1983,학사,기혼,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0
train_966,1970,학사,미혼,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0
train_967,1945,박사,동거,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,0,0,1,0,0,0,1
train_968,1951,고졸,기혼,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,1,0,0,0,0,0,0
train_969,1989,학사,미혼,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,0,0,1,0,0,0,1
train_970,1989,학사,동거,31928.0,1,0,2014-03-28,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0
train_971,1987,박사,미혼,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1
train_972,1961,석사,기혼,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0
train_973,1968,석사,이혼,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0
train_974,1975,학사,기혼,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0
train_975,1974,고졸,기혼,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
train_976,1986,박사,동거,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0
train_977,1959,박사,이혼,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0
train_978,1974,학사,동거,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0
train_979,1965,박사,동거,51717.0,0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,0,0,1,0,0,0
train_980,1959,박사,미혼,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0
train_981,1975,학사,이혼,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0
train_982,1946,석사,기혼,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0
train_983,1971,학사,기혼,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,0,0
train_984,1975,박사,이혼,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0
train_985,1951,학사,이혼,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0
train_986,1961,학사,기혼,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0
train_987,1966,석사,미혼,43456.0,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0
train_988,1983,석사,미혼,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0
train_989,1965,석사,미혼,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0
train_990,1971,학사,이혼,40851.0,1,1,2013-02-21,63,23,1,7,0,4,24,1,1,1,2,7,0,0,0,0,0,0,0
train_991,1983,학사,동거,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0
train_992,1965,학사,미혼,59686.0,0,1,2014-01-25,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0
train_993,1952,석사,동거,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0
train_994,1965,박사,동거,65220.0,0,0,2012-09-03,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,1
train_995,1967,학사,동거,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0
train_996,1947,석사,동거,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,1,1,0,1
train_997,1982,고졸,미혼,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1
train_998,1959,학사,동거,57957.0,0,1,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0
train_999,1978,초졸_중졸,동거,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,0,0,1,0,0,0,0
train_1000,1966,박사,미혼,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0
train_1001,1964,고졸,미혼,,1,1,2014-01-12,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0
train_1002,1957,학사,미혼,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1
